Transaction Date and Time,Transaction Amount,Cardholder Name,Merchant Name,Transaction Source,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Previous Transactions,IP Address,Device Information,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,outlier_flag
29-07-2023,3615.74,Ryan Kalita,"Dugal, Ramesh and Chokshi",In-Person,6179.0,Bijapur,INR,Visa,01-11-2028,,126.141.70.96,Desktop,,,,,,,,0
13-09-2023,1500.8,Misha Baral,Karpe LLC,In-Person,5158.0,Hazaribagh,EUR,MasterCard,01-03-2028,1,207.175.49.185,Desktop,,,,,,,,0
19-04-2020,3404.14,Shanaya Subramaniam,D’Alia LLC,Online,9180.0,Sultan Pur Majra,USD,Visa,01-03-2028,3 or more,211.239.104.182,Tablet,,,,,,,,0
16-07-2022,356.54,Gokul Saraf,Lala-Thakur,Online,5870.0,Rajkot,USD,American Express,01-12-2030,3 or more,208.145.167.221,Desktop,,,,,,,,0
14-12-2022,2030.75,Mehul Sinha,Konda-Kata,In-Person,9466.0,Mumbai,INR,American Express,01-11-2023,1,205.167.217.34,Tablet,,,,,,,,0
07-11-2020,2179.72,Shalv Mallick,"Tailor, Raju and Mall",Online,6190.0,Jammu,USD,MasterCard,01-12-2030,,109.15.102.0,Mobile,,,,,,,,0
23-02-2020,2650.78,Damini Barad,Ahuja-Vora,In-Person,8840.0,Mathura,EUR,MasterCard,01-08-2025,3 or more,205.250.118.125,Mobile,,,,,,,,0
08-09-2022,1381.21,Samarth Singhal,Thakur-Dash,In-Person,7185.0,Buxar,USD,American Express,01-06-2031,3 or more,26.197.29.62,Desktop,,,,,,,,0
11-11-2020,2153.36,Dishani Gupta,"Bal, Kulkarni and Sodhi",Online,4088.0,Aurangabad,USD,MasterCard,01-03-2026,2,146.16.158.111,Mobile,,,,,,,,0
03-04-2020,208.38,Oorja Savant,"Lala, Dasgupta and Sem",In-Person,5321.0,Ranchi,USD,American Express,01-11-2028,,103.49.34.93,Desktop,,,,,,,,0
16-11-2021,2986.68,Madhav Gandhi,Kala Group,In-Person,1679.0,Mumbai,EUR,MasterCard,01-10-2023,2,223.67.51.108,Tablet,,,,,,,,0
15-12-2022,3628.06,Divit Raj,"Gaba, Grover and Dhar",In-Person,8786.0,Saharsa,INR,Visa,01-07-2027,1,61.41.51.166,Tablet,,,,,,,,0
01-01-2022,1034.5,Chirag Korpal,"Madan, Dugar and Kala",In-Person,8183.0,Hubli–Dharwad,USD,American Express,01-06-2028,,20.179.41.19,Tablet,,,,,,,,0
05-08-2022,2378.12,Charvi Anand,Sarkar LLC,Online,8582.0,Saharanpur,EUR,American Express,01-03-2033,1,103.179.229.64,Mobile,,,,,,,,0
13-08-2020,3178.5,Ritvik Deol,"Kade, Ahluwalia and Deshmukh",Online,3836.0,Thanjavur,EUR,MasterCard,01-05-2030,3 or more,68.239.237.86,Tablet,,,,,,,,0
29-07-2020,2020.05,Saksham Jaggi,Krishna-Wable,Online,9241.0,Nagercoil,INR,MasterCard,01-08-2033,2,155.86.127.47,Tablet,,,,,,,,0
03-09-2022,2172.32,Kaira Chandra,Bhargava-Raju,In-Person,3509.0,Salem,INR,MasterCard,01-10-2030,2,49.81.49.171,Tablet,,,,,,,,0
12-02-2021,3101.97,Aniruddh Ghosh,"Sidhu, Karan and Arya",In-Person,4456.0,Proddatur,EUR,Visa,01-01-2028,2,75.114.116.31,Tablet,,,,,,,,0
25-04-2022,2119.9,Adah Chaudhari,Konda-Jha,In-Person,4385.0,Shimoga,USD,American Express,01-03-2025,2,207.203.244.223,Tablet,,,,,,,,0
13-11-2022,1339.25,Ahana  Varkey,Keer LLC,Online,6086.0,Thanjavur,USD,MasterCard,01-12-2024,,4.114.47.95,Desktop,,,,,,,,0
26-05-2023,4369.52,Rasha Ravi,"Yogi, Rajagopalan and Boase",Online,4197.0,Nanded,EUR,American Express,01-01-2033,3 or more,209.168.4.31,Tablet,,,,,,,,0
17-12-2020,4577.13,Tara Bhagat,Desai Group,In-Person,7931.0,Katni,USD,American Express,01-11-2029,1,95.76.15.118,Mobile,,,,,,,,0
07-10-2021,4031.12,Lakshay Ratti,"Sachdeva, Sehgal and Rao",In-Person,8934.0,Katihar,EUR,Visa,01-02-2028,1,57.11.201.22,Desktop,,,,,,,,0
30-05-2021,4257.86,Ryan Kant,Vig-Gopal,In-Person,6195.0,Gorakhpur,USD,American Express,01-05-2027,1,186.192.78.176,Tablet,,,,,,,,0
16-01-2020,497.63,Aradhya Goyal,Wadhwa-Chand,In-Person,8840.0,Berhampore,INR,MasterCard,01-02-2033,1,126.212.60.151,Desktop,,,,,,,,0
09-08-2022,2944.66,Piya Sarraf,Bahri LLC,In-Person,8566.0,Aurangabad,INR,Visa,01-03-2032,,15.199.100.203,Mobile,,,,,,,,0
07-09-2023,3005.25,Tanya Vala,Jani Group,In-Person,7552.0,Danapur,USD,MasterCard,01-08-2030,2,112.224.0.43,Desktop,,,,,,,,0
05-07-2021,831.99,Adira Anand,Kaur-Goda,Online,7743.0,Rajkot,USD,Visa,01-09-2032,1,27.175.150.10,Tablet,,,,,,,,0
19-01-2020,3885.67,Shaan Bandi,Kulkarni PLC,Online,3852.0,Panvel,USD,American Express,01-03-2027,3 or more,90.235.23.27,Tablet,,,,,,,,0
12-08-2021,4317.01,Ishaan Karnik,"Mander, Yogi and Saraf",Online,9363.0,Bhilai,EUR,American Express,01-08-2033,2,209.23.150.96,Tablet,,,,,,,,0
25-09-2021,2579.52,Tarini Chaudhary,"Ahuja, Kala and Luthra",In-Person,8824.0,Mirzapur,USD,American Express,01-08-2029,3 or more,145.154.148.205,Mobile,,,,,,,,0
05-03-2022,1517.17,Amani Kota,Kakar-Kadakia,Online,1721.0,Tadipatri,EUR,American Express,01-12-2028,3 or more,205.34.71.25,Tablet,,,,,,,,0
08-09-2022,3208.24,Aaina Sarraf,Yogi-Basak,In-Person,6878.0,Motihari,USD,MasterCard,01-06-2033,1,190.88.197.163,Tablet,,,,,,,,0
10-01-2022,1698.67,Tara Sem,"Uppal, Arya and Babu",In-Person,2253.0,Jalandhar,EUR,Visa,01-01-2032,1,52.21.137.85,Desktop,,,,,,,,0
26-08-2023,21.07,Miraya Vala,Gala Group,Online,7126.0,Navi Mumbai,INR,Visa,01-06-2029,,32.111.238.158,Desktop,,,,,,,,0
08-10-2021,59.52,Adah Raj,Ghosh-Madan,In-Person,4842.0,Secunderabad,EUR,MasterCard,01-07-2030,3 or more,208.220.218.98,Desktop,,,,,,,,0
01-09-2022,3627.32,Bhamini Iyengar,Kibe Ltd,In-Person,1262.0,Jehanabad,INR,Visa,01-09-2031,2,130.229.193.48,Tablet,,,,,,,,0
28-11-2020,1452.21,Anya Saraf,Ranganathan-Dugar,In-Person,8727.0,Aligarh,USD,American Express,01-06-2026,2,154.218.55.213,Tablet,,,,,,,,0
17-06-2021,1058.21,Sana Ahuja,"Dave, Hegde and Shroff",In-Person,4177.0,Jalandhar,USD,MasterCard,01-03-2026,2,185.176.139.161,Desktop,,,,,,,,0
29-12-2020,779.72,Anaya Vora,"Ghose, Krish and Anne",In-Person,1097.0,Mysore,EUR,MasterCard,01-04-2027,2,217.220.68.118,Mobile,,,,,,,,0
15-01-2023,3844.38,Vidur Khatri,Handa Inc,Online,7867.0,Bikaner,INR,American Express,01-09-2025,,204.10.207.151,Mobile,,,,,,,,0
01-09-2022,3383.77,Neelofar Kamdar,Seth Inc,In-Person,7471.0,Sangli-Miraj & Kupwad,USD,Visa,01-07-2028,1,68.232.111.16,Mobile,,,,,,,,0
27-07-2020,2566.29,Kartik Baria,"Bora, Trivedi and Anand",Online,5715.0,Naihati,EUR,Visa,01-01-2024,3 or more,141.57.87.110,Desktop,,,,,,,,0
14-08-2022,998.38,Tarini Bal,Date-Bahl,In-Person,8530.0,Jalna,EUR,American Express,01-12-2032,2,40.119.54.88,Mobile,,,,,,,,0
16-06-2022,3337.11,Anahi Dugal,Swaminathan-Khatri,In-Person,9304.0,Warangal,INR,MasterCard,01-07-2032,,85.44.35.80,Tablet,,,,,,,,0
16-10-2020,766.2,Ayesha Raval,Doctor-Arora,In-Person,8818.0,Meerut,EUR,MasterCard,01-10-2023,2,217.172.75.3,Mobile,,,,,,,,0
11-06-2022,2475.84,Shayak Jhaveri,Dasgupta Inc,Online,5545.0,Silchar,INR,Visa,01-10-2026,,206.204.102.167,Tablet,,,,,,,,0
23-11-2021,2226.31,Hansh Lall,Kalita-Sane,Online,6558.0,Haldia,INR,Visa,01-04-2024,,178.98.108.154,Tablet,,,,,,,,0
16-08-2021,716.16,Rhea Jaggi,"Badami, Vig and Dayal",In-Person,6568.0,Loni,INR,MasterCard,01-03-2030,,145.126.253.7,Tablet,,,,,,,,0
11-01-2021,3459.01,Anay Singhal,"Dasgupta, Varma and Karnik",In-Person,8676.0,Bijapur,EUR,MasterCard,01-05-2031,,4.225.245.18,Desktop,,,,,,,,0
17-05-2021,3502.87,Reyansh Chandran,Aurora LLC,In-Person,6539.0,Anantapuram,USD,American Express,01-10-2026,,30.45.39.218,Mobile,,,,,,,,0
05-12-2022,3482.98,Anahita Kaul,"Chhabra, Kala and Shanker",In-Person,9980.0,Phagwara,INR,Visa,01-09-2026,,191.14.99.134,Tablet,,,,,,,,0
03-08-2020,2712.12,Priyansh Chauhan,Kapoor and Sons,In-Person,9062.0,Meerut,INR,American Express,01-06-2031,2,154.162.36.98,Mobile,,,,,,,,0
15-03-2022,2458.21,Anaya Sheth,Mander-Dua,Online,5045.0,Buxar,USD,American Express,01-02-2027,1,129.15.91.68,Tablet,,,,,,,,0
02-11-2020,2317.87,Amani Loyal,Sarma PLC,In-Person,9571.0,Nadiad,USD,American Express,01-08-2025,3 or more,114.213.70.234,Tablet,,,,,,,,0
25-08-2022,1987.13,Mishti Issac,Chadha LLC,In-Person,8517.0,Anantapuram,USD,American Express,01-02-2025,1,185.120.160.42,Tablet,,,,,,,,0
14-07-2022,2052.54,Raghav Dash,Bhatia Group,In-Person,6641.0,Nanded,INR,MasterCard,01-07-2029,3 or more,71.64.214.1,Desktop,,,,,,,,0
25-06-2020,845.54,Badal Shere,"Varkey, Sarkar and Bhatt",In-Person,8377.0,Kishanganj,EUR,MasterCard,01-10-2025,1,187.8.20.151,Mobile,,,,,,,,0
31-05-2020,1140.1,Dhanush Wason,Bhagat-Ray,Online,5494.0,Jalandhar,USD,MasterCard,01-02-2028,,36.171.11.17,Tablet,,,,,,,,0
17-05-2022,4800.76,Sana Balakrishnan,Borra-Kalita,Online,5081.0,Tirunelveli,INR,American Express,01-01-2025,2,203.69.124.181,Desktop,,,,,,,,0
05-04-2021,1987.16,Jivin Dash,"Setty, Deshmukh and Solanki",In-Person,9755.0,Surendranagar Dudhrej,USD,American Express,01-03-2024,3 or more,195.57.83.206,Tablet,,,,,,,,0
20-05-2020,937.42,Riaan Bains,Bora-Cherian,In-Person,3386.0,Gudivada,USD,American Express,01-07-2033,,176.104.185.182,Desktop,,,,,,,,0
14-03-2021,30.75,Aradhya Yogi,Johal Inc,In-Person,2161.0,Aurangabad,USD,MasterCard,01-03-2027,1,48.9.33.173,Desktop,,,,,,,,0
25-10-2022,2106.94,Trisha Sathe,Goyal-Sani,Online,5916.0,Nagercoil,EUR,Visa,01-01-2029,,20.135.195.197,Tablet,,,,,,,,0
25-08-2020,2087.63,Hunar Chaudhuri,"Sami, Comar and Mall",In-Person,1211.0,Sasaram,EUR,American Express,01-02-2030,,221.211.49.71,Desktop,,,,,,,,0
01-02-2021,53.16,Jivika Sastry,"Rama, Sankaran and Kunda",In-Person,1584.0,Vasai-Virar,EUR,Visa,01-04-2033,,70.196.106.198,Desktop,,,,,,,,0
10-03-2020,2247.32,Neysa Shere,Zacharia-Roy,Online,8479.0,Miryalaguda,EUR,American Express,01-02-2026,2,160.201.128.252,Mobile,,,,,,,,0
14-05-2021,4950.72,Bhamini Sen,Kata Inc,In-Person,6190.0,Deoghar,EUR,American Express,01-04-2028,1,162.90.19.53,Mobile,,,,,,,,0
06-03-2023,4483.83,Hunar Ravel,"Ram, Soni and Hayer",In-Person,8787.0,Srikakulam,USD,MasterCard,01-07-2033,1,192.237.114.224,Desktop,,,,,,,,0
05-08-2023,1102.95,Jhanvi Kakar,Saini Ltd,Online,4414.0,Loni,USD,MasterCard,01-06-2033,1,159.10.152.88,Desktop,,,,,,,,0
04-08-2023,2794.22,Oorja Sama,Keer-Varghese,Online,5883.0,Delhi,USD,MasterCard,01-09-2028,1,210.162.130.67,Tablet,,,,,,,,0
19-09-2023,4006.57,Anay Venkataraman,"Agate, Date and Issac",In-Person,5382.0,Hyderabad,INR,Visa,01-05-2029,2,149.34.15.214,Desktop,,,,,,,,0
03-02-2021,2692.61,Devansh Goswami,"Bora, Kurian and Edwin",In-Person,8897.0,Udaipur,EUR,American Express,01-10-2028,3 or more,159.100.66.250,Tablet,,,,,,,,0
19-08-2021,584.58,Prerak Thaker,Khare PLC,Online,9710.0,Shimla,INR,American Express,01-10-2030,2,184.18.10.218,Tablet,,,,,,,,0
23-02-2022,705.79,Zara Chhabra,Sarkar LLC,In-Person,2187.0,Miryalaguda,INR,American Express,01-06-2032,,223.217.235.230,Mobile,,,,,,,,0
28-02-2023,1398.28,Mannat Madan,"Kumar, Bhatia and Venkataraman",In-Person,9661.0,Aurangabad,EUR,Visa,01-01-2028,1,106.37.92.154,Mobile,,,,,,,,0
09-06-2023,1176.33,Sara Krishnan,Guha-Comar,Online,3367.0,Shahjahanpur,INR,Visa,01-08-2031,3 or more,219.204.138.131,Mobile,,,,,,,,0
12-11-2021,386.2,Ehsaan Krishnan,Jani-Saini,In-Person,7594.0,Motihari,INR,Visa,01-07-2025,2,206.116.92.198,Mobile,,,,,,,,0
12-01-2020,4791.56,Trisha Yadav,Sinha PLC,In-Person,4934.0,Jehanabad,USD,American Express,01-04-2026,,183.5.210.67,Tablet,,,,,,,,0
24-03-2022,3605.12,Dhanush Kala,Subramanian LLC,Online,2038.0,Arrah,EUR,American Express,01-11-2024,,194.132.68.100,Desktop,,,,,,,,0
04-01-2021,4247.08,Tushar Ram,Date-Chaudhary,In-Person,5610.0,Kolkata,USD,Visa,01-04-2026,1,65.85.188.10,Tablet,,,,,,,,0
27-03-2022,698.82,Kartik Chaudhry,"Anne, Ravel and Chana",Online,2046.0,Berhampur,INR,American Express,01-02-2028,3 or more,172.72.50.239,Desktop,,,,,,,,0
09-02-2022,2065.71,Charvi Loke,"Badami, Dara and Trivedi",Online,3673.0,Thiruvananthapuram,USD,Visa,01-09-2029,3 or more,131.45.202.92,Tablet,,,,,,,,0
14-12-2022,3448.01,Armaan Walla,Sagar and Sons,Online,3683.0,Gurgaon,USD,Visa,01-03-2032,3 or more,190.249.157.59,Tablet,,,,,,,,0
15-07-2023,2745.47,Jayant Johal,"Sarkar, Gaba and Jaggi",Online,9702.0,Chittoor,USD,MasterCard,01-03-2027,2,30.116.39.82,Mobile,,,,,,,,0
27-12-2020,2214.26,Purab Manda,"Lata, Thakkar and Sampath",In-Person,9603.0,Rajkot,INR,American Express,01-07-2032,1,193.175.29.107,Mobile,,,,,,,,0
01-12-2022,4943.75,Samarth Dugar,"Bhatt, Soni and Krish",In-Person,4386.0,Ozhukarai,USD,MasterCard,01-02-2028,3 or more,205.15.180.119,Tablet,,,,,,,,0
04-02-2020,3060.37,Yakshit Iyengar,Bhattacharyya-Mahal,In-Person,1079.0,Panvel,INR,American Express,01-04-2033,1,182.130.24.243,Mobile,,,,,,,,0
11-11-2022,19.18,Jayesh Barad,Chahal Group,Online,8691.0,Malda,INR,MasterCard,01-01-2024,,200.113.149.120,Desktop,,,,,,,,0
26-03-2022,139.18,Kartik Borra,"Walla, Ganguly and Bhavsar",Online,6922.0,Maheshtala,USD,Visa,01-10-2027,3 or more,209.117.248.87,Desktop,,,,,,,,0
17-09-2020,422.41,Madhup Savant,"Chaudry, Swaminathan and Dhingra",Online,5632.0,Bettiah,INR,American Express,01-04-2030,1,211.187.169.174,Tablet,,,,,,,,0
09-05-2023,663.25,Divit Atwal,Sha-Sehgal,In-Person,5446.0,Nandyal,EUR,Visa,01-01-2029,2,6.41.34.133,Tablet,,,,,,,,0
16-12-2021,3199.22,Badal Chahal,Chopra Inc,Online,1930.0,Vadodara,EUR,MasterCard,01-01-2026,,212.182.177.202,Mobile,,,,,,,,0
22-08-2020,233.35,Nakul Vora,"Dhingra, Khurana and Loyal",Online,2384.0,Kamarhati,USD,MasterCard,01-10-2025,,194.62.166.243,Tablet,,,,,,,,0
18-09-2020,60.76,Saanvi Bava,Bora Ltd,In-Person,5615.0,Mau,EUR,American Express,01-07-2025,,177.185.33.172,Mobile,,,,,,,,0
23-02-2020,1173.95,Siya Babu,Wagle-Vala,Online,3903.0,Sambalpur,INR,Visa,01-04-2030,1,55.49.59.75,Desktop,,,,,,,,0
04-01-2023,2313.83,Baiju Ratti,Hari-Rattan,Online,6514.0,Dehradun,USD,American Express,01-02-2025,2,174.167.171.25,Tablet,,,,,,,,0
09-09-2020,110.03,Prerak Tara,Brar Inc,Online,5614.0,Panvel,USD,American Express,01-08-2024,1,209.37.5.202,Desktop,,,,,,,,0
28-01-2023,1014.02,Kiaan Varma,"Andra, Doshi and Dhar",Online,2797.0,Mango,EUR,American Express,01-04-2030,1,223.192.226.21,Tablet,,,,,,,,0
15-06-2021,4885.55,Chirag Boase,Batra-Salvi,In-Person,6822.0,Madhyamgram,INR,MasterCard,01-05-2027,2,45.245.155.62,Tablet,,,,,,,,0
13-07-2021,2815.1,Anya Bakshi,Saraf-Sur,Online,9093.0,Chittoor,EUR,American Express,01-01-2030,2,124.30.49.32,Tablet,,,,,,,,0
19-10-2021,1518.31,Tushar Guha,Hora-Cheema,In-Person,1541.0,Shivpuri,EUR,Visa,01-11-2026,2,204.61.72.170,Tablet,,,,,,,,0
07-02-2020,825.36,Darshit Saraf,Krish LLC,In-Person,2726.0,Tenali,EUR,MasterCard,01-03-2033,2,131.57.106.244,Tablet,,,,,,,,0
08-01-2022,699.82,Aradhya Karnik,"Lanka, Kale and Bala",Online,5831.0,Arrah,USD,Visa,01-04-2031,3 or more,188.213.3.152,Desktop,,,,,,,,0
18-04-2023,3012.19,Sana Singhal,Divan LLC,Online,1766.0,Chennai,EUR,American Express,01-01-2033,2,12.236.191.176,Tablet,,,,,,,,0
18-09-2022,4740.73,Lagan Shah,"Bhargava, Savant and Wadhwa",In-Person,1577.0,Ludhiana,EUR,American Express,01-09-2024,3 or more,54.26.98.67,Mobile,,,,,,,,0
24-02-2021,1816.77,Baiju Handa,Saha-Kapoor,Online,8016.0,Jhansi,INR,Visa,01-12-2032,1,9.158.253.117,Desktop,,,,,,,,0
17-09-2021,3427.93,Farhan Chada,"Jain, Thakur and Krishnan",In-Person,2420.0,Bally,INR,Visa,01-09-2028,2,30.54.0.76,Desktop,,,,,,,,0
05-06-2023,575.98,Suhana Chaudhary,Dey-Contractor,Online,4741.0,Loni,INR,American Express,01-04-2029,2,201.218.89.38,Desktop,,,,,,,,0
20-05-2023,2819.97,Amani Rege,Gola and Sons,In-Person,3826.0,Noida,USD,American Express,01-02-2032,1,168.158.119.202,Mobile,,,,,,,,0
19-03-2020,496.25,Dhanush Kumar,Toor PLC,Online,3088.0,Bhagalpur,INR,Visa,01-10-2023,2,187.239.142.222,Desktop,,,,,,,,0
09-05-2023,4582.23,Faiyaz Rao,Virk-Bava,Online,2501.0,Mau,USD,American Express,01-01-2032,1,212.186.181.247,Desktop,,,,,,,,0
08-08-2020,727.08,Misha Khatri,"Bala, Talwar and Varughese",Online,1341.0,Rajkot,USD,MasterCard,01-03-2033,3 or more,149.91.133.208,Tablet,,,,,,,,0
22-10-2020,579.16,Zeeshan Bhakta,"Kurian, Bhatia and Varkey",Online,7057.0,Surat,USD,MasterCard,01-04-2025,3 or more,208.189.189.133,Tablet,,,,,,,,0
08-10-2021,3155.28,Shray Mahajan,"Char, Lad and Gopal",Online,6215.0,Nellore,EUR,Visa,01-11-2024,1,125.58.171.35,Desktop,,,,,,,,0
03-08-2020,3190.58,Riaan Barman,Comar-Bahri,In-Person,9006.0,Nadiad,INR,MasterCard,01-12-2030,3 or more,1.159.87.169,Desktop,,,,,,,,0
28-12-2020,1422.92,Armaan Bahl,Doshi-Baria,Online,7442.0,Berhampore,EUR,MasterCard,01-09-2033,2,82.67.59.230,Tablet,,,,,,,,0
10-08-2021,4660.47,Nitara Gala,Dhaliwal-Basak,In-Person,2233.0,Maheshtala,INR,MasterCard,01-03-2029,1,220.23.188.235,Mobile,,,,,,,,0
26-02-2022,1500.38,Riya Goel,"Virk, Sagar and Batta",In-Person,8211.0,Visakhapatnam,INR,Visa,01-08-2028,2,195.71.76.157,Desktop,,,,,,,,0
20-06-2022,4145.71,Divit Anand,Bhatti PLC,Online,4559.0,Nanded,INR,Visa,01-07-2024,2,40.173.145.201,Tablet,,,,,,,,0
21-10-2022,2420.15,Nirvaan Kari,Shanker-Choudhary,Online,6105.0,Kumbakonam,EUR,American Express,01-01-2027,1,220.146.190.102,Desktop,,,,,,,,0
01-07-2020,3405.79,Tushar Loke,Divan PLC,Online,8044.0,Sambhal,EUR,Visa,01-08-2026,3 or more,173.119.113.7,Mobile,,,,,,,,0
19-09-2022,1179.11,Tanya Singhal,Kanda-Gandhi,In-Person,3685.0,Hindupur,EUR,MasterCard,01-10-2024,,195.226.214.211,Tablet,,,,,,,,0
12-01-2022,3386.95,Misha Varkey,Rama-Sundaram,In-Person,1357.0,Satna,EUR,Visa,01-12-2025,1,210.250.148.118,Desktop,,,,,,,,0
17-06-2020,1025.32,Ivana Bir,"Gour, Khurana and Bhat",Online,9771.0,Ambattur,USD,Visa,01-07-2031,3 or more,197.52.196.202,Tablet,,,,,,,,0
25-12-2020,4616.7,Ela Sahni,Banerjee-Jhaveri,In-Person,3878.0,Gorakhpur,EUR,Visa,01-03-2024,,87.137.169.241,Tablet,,,,,,,,0
08-02-2023,33.76,Prisha Biswas,"Guha, Amble and Sarraf",In-Person,5767.0,Purnia,INR,Visa,01-11-2026,1,202.129.254.166,Mobile,,,,,,,,0
28-03-2021,2240.4,Reyansh Ghosh,"Krish, Dewan and Bansal",In-Person,2899.0,Secunderabad,USD,MasterCard,01-10-2026,,52.165.146.129,Desktop,,,,,,,,0
20-05-2021,4338.28,Vaibhav Dayal,Bhat-Kamdar,In-Person,6940.0,Jaunpur,INR,American Express,01-10-2030,,198.164.42.250,Tablet,,,,,,,,0
18-05-2022,1100.91,Yuvraj  Setty,Sant PLC,In-Person,1462.0,Bareilly,INR,MasterCard,01-10-2031,3 or more,28.215.34.154,Desktop,,,,,,,,0
06-01-2022,4251.05,Nayantara Sangha,Gulati LLC,Online,8760.0,South Dumdum,USD,American Express,01-11-2031,,184.159.241.38,Mobile,,,,,,,,0
07-07-2021,612.06,Anika Mand,"Koshy, Bail and Baral",Online,6135.0,Khammam,EUR,American Express,01-04-2025,3 or more,175.159.197.53,Desktop,,,,,,,,0
09-11-2021,983.49,Vardaniya Sibal,Amble PLC,Online,6704.0,Rewa,USD,Visa,01-05-2027,2,165.116.204.168,Tablet,,,,,,,,0
04-06-2023,2606.92,Myra Dalal,"Sahota, Dass and Ganguly",Online,3056.0,Nadiad,EUR,MasterCard,01-03-2032,1,199.154.40.27,Tablet,,,,,,,,0
18-10-2021,2482.78,Anvi Goyal,"Ben, Khalsa and Khalsa",In-Person,9226.0,Firozabad,INR,MasterCard,01-10-2024,3 or more,150.46.44.4,Tablet,,,,,,,,0
15-12-2021,689.27,Riaan Subramanian,"Dass, Subramanian and Balay",Online,6723.0,Kakinada,EUR,MasterCard,01-12-2031,1,214.111.1.129,Tablet,,,,,,,,0
29-06-2023,2067.22,Vaibhav Sharma,Borah LLC,Online,6680.0,Saharanpur,USD,American Express,01-02-2032,1,206.223.179.160,Desktop,,,,,,,,0
14-11-2020,1742.75,Anahita De,Varma Ltd,Online,3680.0,Madurai,INR,American Express,01-12-2025,1,213.246.227.85,Mobile,,,,,,,,0
27-08-2023,1781.94,Sara Borde,"Brar, Kala and Goswami",In-Person,4472.0,Rajpur Sonarpur,INR,American Express,01-10-2026,,206.211.112.160,Tablet,,,,,,,,0
19-04-2021,835.5,Kimaya Shankar,Hegde-Verma,In-Person,2156.0,Visakhapatnam,USD,Visa,01-11-2026,,219.233.108.155,Tablet,,,,,,,,0
16-09-2020,2705.1,Anahi Kakar,Ganesan and Sons,In-Person,2732.0,Tirupati,EUR,Visa,01-11-2030,1,70.2.161.219,Tablet,,,,,,,,0
16-08-2021,4033.91,Misha Kalita,"Butala, Srinivas and Chowdhury",In-Person,3959.0,Suryapet,INR,Visa,01-12-2031,2,168.164.221.115,Mobile,,,,,,,,0
18-10-2020,1660.05,Shaan Karpe,Rama-Rattan,In-Person,4818.0,Kanpur,INR,Visa,01-08-2032,,158.136.105.246,Mobile,,,,,,,,0
23-04-2022,214.86,Sahil Sama,"Rattan, Bains and Gokhale",In-Person,1625.0,Bharatpur,EUR,Visa,01-07-2028,3 or more,200.200.5.172,Desktop,,,,,,,,0
10-08-2021,4287.53,Manjari Devi,Thaker and Sons,In-Person,6222.0,Gandhidham,USD,Visa,01-08-2025,,188.4.178.78,Tablet,,,,,,,,0
22-03-2021,2813.26,Jayesh Boase,Sagar Ltd,In-Person,7024.0,Khammam,USD,MasterCard,01-04-2031,1,126.107.76.137,Desktop,,,,,,,,0
05-08-2022,9.86,Hansh Chaudry,Chanda-Sami,In-Person,1676.0,Karaikudi,EUR,American Express,01-08-2029,3 or more,196.24.208.157,Desktop,,,,,,,,0
06-01-2021,4171.79,Jhanvi Butala,Sankar Group,Online,2893.0,Amaravati,USD,MasterCard,01-06-2029,2,174.58.135.110,Desktop,,,,,,,,0
03-05-2020,2071.65,Lakshay Agrawal,"Raju, Balay and Kapur",In-Person,4757.0,Gurgaon,USD,MasterCard,01-06-2026,2,58.204.203.197,Mobile,,,,,,,,0
24-12-2020,3327.07,Indranil Dube,"Rastogi, Lata and Roy",Online,5486.0,Dhule,EUR,MasterCard,01-11-2028,2,188.231.81.27,Tablet,,,,,,,,0
18-09-2020,1076.01,Vritika Walla,"Rattan, Goswami and Devan",In-Person,1454.0,Delhi,EUR,MasterCard,01-11-2027,,149.168.83.183,Tablet,,,,,,,,0
18-07-2022,3777.48,Mehul Sibal,Rajagopalan PLC,In-Person,8971.0,Bathinda,USD,American Express,01-04-2031,1,19.14.194.51,Desktop,,,,,,,,0
16-03-2022,4402.49,Kanav Magar,"Arya, Jhaveri and Sankar",In-Person,4620.0,Pallavaram,INR,MasterCard,01-01-2028,3 or more,147.89.253.114,Mobile,,,,,,,,0
24-12-2021,1102.82,Nakul Amble,Kala Ltd,In-Person,5552.0,South Dumdum,USD,American Express,01-04-2024,2,134.224.255.85,Mobile,,,,,,,,0
02-03-2022,2519.79,Jayesh Toor,Bala-Goel,In-Person,8586.0,Rohtak,INR,MasterCard,01-09-2025,,187.66.6.231,Desktop,,,,,,,,0
23-07-2022,4137.27,Shanaya Srinivas,Ranganathan-Garde,In-Person,6114.0,Hosur,EUR,American Express,01-11-2026,,48.168.140.244,Mobile,,,,,,,,0
24-05-2023,2185.18,Vaibhav Shroff,Khurana-Datta,In-Person,2370.0,Aurangabad,USD,Visa,01-11-2025,2,51.148.152.62,Mobile,,,,,,,,0
16-10-2021,4616.72,Krish Kapur,Comar-Kata,Online,9296.0,Sasaram,USD,American Express,01-08-2026,3 or more,202.159.188.24,Mobile,,,,,,,,0
21-04-2020,4443.52,Zoya Dugar,Chhabra-Kant,Online,1500.0,Dehradun,EUR,Visa,01-09-2028,2,209.120.92.61,Desktop,,,,,,,,0
